rank_number	rank_desc	channel_code	channel_name	region_code	region_name	province_code	province_name	city_group_code	city_group_name	supervisor_id	supervisor_work_no	supervisor_name	business_type_code	business_type_name	new_tranc_cust_cnt	sales_value	sales_value_share	profit	profit_rate	operating_profit	month	date_mark
2	省区	1	大客户	2	华南大区	15	福建省	5	福州市				1	日配业务		21788000		5692767.288	0.261279938		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	4	厦门市				1	日配业务		4900000		1047150.005	0.213704083		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	1	泉州市				1	日配业务		4368000		904799.9928	0.207142856		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	2	莆田市				1	日配业务		3705000		825279.9692	0.22274763		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	3	南平市				1	日配业务		3250000		681276.0825	0.20962341		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	26	三明市				1	日配业务		1936800		349871.9965	0.18064436		202501	M
2	省区	1	大客户	2	华南大区	15	福建省	25	宁德市				1	日配业务		0		0			202501	M
2	省区	1	大客户	2	华南大区	15	福建省	24	龙岩市				1	日配业务		1610000		254471.4157	0.15805678		202501	M
2	省区	1	大客户	2	华南大区	20	广东深圳	15	深圳市				1	日配业务		18900000		3515701.508	0.186015953		202501	M
2	省区	1	大客户	2	华南大区	14	江西省	39	南昌市				1	日配业务		1648809.11		270768.6521	0.16422074		202501	M
2	省区	1	大客户	2	华南大区	906	广东广州	40	广东广州				1	日配业务		5200000		990757.4127	0.190530272		202501	M
2	省区	1	大客户	3	华西大区	32	重庆市	12	重庆主城				1	日配业务		31768000		6266960.087	0.19727273		202501	M
2	省区	1	大客户	3	华西大区	32	重庆市	23	万州区				1	日配业务		1056000		266015.9991	0.25190909		202501	M
2	省区	1	大客户	3	华西大区	32	重庆市	22	黔江区				1	日配业务		700000		147199.9989	0.210285713		202501	M
2	省区	1	大客户	3	华西大区	32	重庆市	46	石柱县				1	日配业务		0		0			202501	M
2	省区	1	大客户	3	华西大区	24	四川省	13	成都市				1	日配业务		17836000		3663534.036	0.205401101		202501	M
2	省区	1	大客户	3	华西大区	24	四川省	42	宜宾				1	日配业务		1300000		249096.7737	0.191612903		202501	M
2	省区	1	大客户	3	华西大区	23	贵州省	16	贵阳市				1	日配业务		3460000		794708.6634	0.229684585		202501	M
2	省区	1	大客户	4	华北大区	1	北京市	10	北京市				1	日配业务		42500000		8499999.913	0.199999998		202501	M
2	省区	1	大客户	4	华北大区	6	河北省	18	石家庄市				1	日配业务		13000000		1832246.39	0.14094203		202501	M
