rank_number	rank_desc	channel_code	channel_name	region_code	region_name	province_code	province_name	city_group_code	city_group_name	supervisor_id	supervisor_work_no	supervisor_name	business_type_code	business_type_name	new_tranc_cust_cnt	sales_value	sales_value_share	profit	profit_rate	operating_profit	month	date_mark
2	省区	1	大客户	1	华东大区	904	上海	7	江苏苏州				1	日配业务		16000000		2601600	0.1626		202601	M
2	省区	7	企业购	1	华东大区	13	浙江省	8	杭州市				6	BBC		6600000		1000000	0.151515152		202601	M
2	省区	7	企业购	1	华东大区	13	浙江省	9	宁波市				6	BBC		2050000		302095.0067	0.147363418		202601	M
2	省区	7	企业购	1	华东大区	13	浙江省	36	台州市				6	BBC		4900000		633236.4425	0.129231927		202601	M
2	省区	2	商超	1	华东大区	13	浙江省	8	杭州市				9	商超		0		0	0		202601	M
2	省区	2	商超	1	华东大区	13	浙江省	9	宁波市				9	商超		0		0	0		202601	M
2	省区	2	商超	1	华东大区	13	浙江省	36	台州市				9	商超		0		0	0		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	8	杭州市				2	福利业务		3450000		410526.3158	0.118993135		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	9	宁波市				2	福利业务		950000		122293.2331	0.128729719		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	36	台州市				2	福利业务		3250000		416593.4664	0.128182605		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	8	杭州市				10	福利小店		800000		31578.94737	0.039473684		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	9	宁波市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	36	台州市				10	福利小店		50000		2000	0.04		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	8	杭州市				1	日配业务		10600000		1305263.158	0.123138034		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	9	宁波市				1	日配业务		19800000		1740000	0.087878788		202601	M
2	省区	1	大客户	1	华东大区	13	浙江省	36	台州市				1	日配业务		3450000		430936.4548	0.124909117		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	5	福州市				6	BBC		18000000		2183999.981	0.121333332		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	24	龙岩市				6	BBC		100000		16303.63036	0.163036304		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	3	南平市				6	BBC		800000		171996	0.214995		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	25	宁德市				6	BBC		0		0	0		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	2	莆田市				6	BBC		800000		105599.964	0.131999955		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	1	泉州市				6	BBC		1950000		187000.0316	0.095897452		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	26	三明市				6	BBC		600000		92994	0.15499		202601	M
2	省区	7	企业购	2	华南大区	15	福建省	4	厦门市				6	BBC		3000000		505500.0056	0.168500002		202601	M
2	省区	2	商超	2	华南大区	15	福建省	5	福州市				9	商超		1200000		72000	0.06		202601	M
2	省区	2	商超	2	华南大区	15	福建省	24	龙岩市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	3	南平市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	25	宁德市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	2	莆田市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	1	泉州市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	26	三明市				9	商超		0		0	0		202601	M
2	省区	2	商超	2	华南大区	15	福建省	4	厦门市				9	商超		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	5	福州市				2	福利业务		9500000		409999.9974	0.043157894		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	24	龙岩市				2	福利业务		1500000		108002.2	0.072001467		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	3	南平市				2	福利业务		2910000		92462	0.031773883		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	25	宁德市				2	福利业务		1400000		11000.00011	0.007857143		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	2	莆田市				2	福利业务		5000000		475000.0165	0.095000003		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	1	泉州市				2	福利业务		2450000		310079.9955	0.126563263		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	26	三明市				2	福利业务		100000		11198	0.11198		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	4	厦门市				2	福利业务		2500000		287500.0043	0.115000002		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	5	福州市				10	福利小店		1300000		78000.00011	0.06		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	24	龙岩市				10	福利小店		150000		23104.83871	0.154032258		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	3	南平市				10	福利小店		100000		17303	0.17303		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	25	宁德市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	2	莆田市				10	福利小店		100000		5000.0495	0.050000495		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	1	泉州市				10	福利小店		150000		5999.9516	0.039999677		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	26	三明市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	4	厦门市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	5	福州市				1	日配业务		33804000		5686034.011	0.168205952		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	24	龙岩市				1	日配业务		3850000		423798.0309	0.110077411		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	3	南平市				1	日配业务		4610000		675230.3	0.146470781		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	25	宁德市				1	日配业务		150000		6056.606422	0.040377376		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	2	莆田市				1	日配业务		5300000		847011.9768	0.159813581		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	1	泉州市				1	日配业务		6860000		1107711.975	0.161474049		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	26	三明市				1	日配业务		2300000		363331.96	0.157970417		202601	M
2	省区	1	大客户	2	华南大区	15	福建省	4	厦门市				1	日配业务		11430000		1170040	0.102365704		202601	M
2	省区	7	企业购	2	华南大区	906	广东广州	40	广东广州				6	BBC		1500000		220588.2353	0.147058824		202601	M
2	省区	2	商超	2	华南大区	906	广东广州	40	广东广州				9	商超		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	906	广东广州	40	广东广州				2	福利业务		2000000		239583.3333	0.119791667		202601	M
2	省区	1	大客户	2	华南大区	906	广东广州	40	广东广州				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	906	广东广州	40	广东广州				1	日配业务		13000000		1757285.759	0.135175828		202601	M
2	省区	7	企业购	2	华南大区	20	广东深圳	15	深圳市				6	BBC		4000000		636000	0.159		202601	M
2	省区	2	商超	2	华南大区	20	广东深圳	15	深圳市				9	商超		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	20	广东深圳	15	深圳市				2	福利业务		4000000		324000	0.081		202601	M
2	省区	1	大客户	2	华南大区	20	广东深圳	15	深圳市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	20	广东深圳	15	深圳市				1	日配业务		40000000		4304000	0.1076		202601	M
2	省区	7	企业购	2	华南大区	14	江西省	39	南昌市				6	BBC		150000		19360.00516	0.129066701		202601	M
2	省区	2	商超	2	华南大区	14	江西省	39	南昌市				9	商超		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	14	江西省	39	南昌市				2	福利业务		200000		17599.99824	0.087999991		202601	M
2	省区	1	大客户	2	华南大区	14	江西省	39	南昌市				10	福利小店		0		0	0		202601	M
2	省区	1	大客户	2	华南大区	14	江西省	39	南昌市				1	日配业务		8700000		1494314.116	0.171760243		202601	M
2	省区	7	企业购	3	华西大区	23	贵州省	16	贵阳市				6	BBC		530000		84800	0.16		202601	M
2	省区	2	商超	3	华西大区	23	贵州省	16	贵阳市				9	商超		0		0	0		202601	M
